timestamp,voltage,current,power,energy,prediction,status
2026-09-25 09:55:53.090287,230.99342830602245,2.930867849414408,677.0112124481332,0.0001880586701244,1,NORMAL
2026-09-25 09:55:54.090287,231.2953770762014,3.761514928204013,870.0210136967078,0.0002416725038046,1,NORMAL
2026-09-25 09:55:55.090287,229.53169325055333,2.8829315215254097,661.7241536611214,0.0001838122649058,1,NORMAL
2026-09-25 09:55:56.090287,233.1584256310148,3.3837173645764542,788.9422135049725,0.0002191506148624,1,NORMAL
2026-09-25 09:55:57.090287,229.06105122813008,3.2712800217929825,749.3228406534809,0.0002081452335148,1,NORMAL
2026-09-25 09:55:58.090287,229.0731646143751,2.767135123214872,633.8763995904194,0.000176076777664,1,NORMAL
2026-09-25 09:55:59.090287,230.48392454313208,2.043359877671101,470.9616038596096,0.0001308226677387,1,NORMAL
2026-09-25 09:56:00.090287,226.55016433497397,2.718856235379514,615.9573269283975,0.0001710992574801,1,NORMAL
2026-09-25 09:56:01.090287,227.97433775933115,3.157123666297637,719.7431770485153,0.0001999286602912,1,NORMAL
2026-09-25 09:56:02.090287,228.1839518489576,2.293848149332354,523.4193356560744,0.0001453942599044,1,NORMAL
2026-09-25 09:56:03.090287,232.9312975378431,2.887111849756732,672.4987093007179,0.0001868051970279,1,NORMAL
2026-09-25 09:56:04.090287,230.13505640937584,2.287625906893272,526.4629171264327,0.0001462396992017,1,NORMAL
2026-09-25 09:56:05.090287,228.91123455094964,3.055461294854933,699.4294171278859,0.0001942859492021,1,NORMAL
2026-09-25 09:56:06.090287,227.6980128451554,3.187849009172836,725.8668846390523,0.0002016296901775,1,NORMAL
2026-09-25 09:56:07.090287,228.7987226201624,2.8541531251033616,653.0265891859937,0.0001813962747738,1,NORMAL
2026-09-25 09:56:08.090287,228.7965867755412,3.926139092254469,898.2872235138442,0.0002495242287538,1,NORMAL
2026-09-25 09:56:09.090287,229.9730055505241,2.4711445355220496,568.2965359837597,0.0001578601488843,1,NORMAL
2026-09-25 09:56:10.090287,231.6450898242064,2.389578175014489,553.5340509931943,0.0001537594586092,1,NORMAL
2026-09-25 09:56:11.090287,230.41772719000951,2.020164938060112,465.48181357675736,0.0001293005037713,1,NORMAL
2026-09-25 09:56:12.090287,227.34362790220317,3.0984306179345618,704.4084574845084,0.0001956690159679,1,NORMAL
2026-09-25 09:56:13.090287,231.4769331599908,3.085684140594985,714.264701565349,0.0001984068615459,1,NORMAL
2026-09-25 09:56:14.090287,229.76870343522356,2.849448152205356,654.7140074381181,0.0001818650020661,1,NORMAL
2026-09-25 09:56:15.090287,227.04295601926515,2.6400778958026456,599.4110895841542,0.00016650308044,1,NORMAL
2026-09-25 09:56:16.090287,229.0787224580804,3.5285611131094576,808.3182719063767,0.0002245328533073,1,NORMAL
2026-09-25 09:56:17.090287,230.6872365791369,2.118479922318633,488.70627902807007,0.0001357517441744,1,NORMAL
2026-09-25 09:56:18.090287,230.6481679387896,2.8074588597918417,647.5352425745115,0.0001798709007151,1,NORMAL
2026-09-25 09:56:19.090287,228.64615599938807,3.305838144420434,755.8671840778821,0.0002099631066883,1,NORMAL
2026-09-25 09:56:20.090287,232.0619990449919,3.4656400595580994,804.2433601914573,0.0002234009333865,1,NORMAL
2026-09-25 09:56:21.090287,228.3215649535547,2.8453938120743927,649.6647680819862,0.0001804624355783,1,NORMAL
2026-09-25 09:56:22.090287,230.66252686280717,3.48777256356118,804.4984326337923,0.0002234717868427,1,NORMAL
2026-09-25 09:56:23.090287,229.04165152430943,2.9071705116680917,665.8631352552313,0.0001849619820153,1,NORMAL
2026-09-25 09:56:24.090287,227.78733005198796,2.4018966879596646,547.1216336110448,0.0001519782315586,1,NORMAL
2026-09-25 09:56:25.090287,231.6250516447884,3.6781200142854114,851.9447382645882,0.0002366513161846,1,NORMAL
2026-09-25 09:56:26.090287,229.85597975683933,3.501766448946012,804.9019580021137,0.0002235838772228,1,NORMAL
2026-09-25 09:56:27.090287,230.7232720500953,2.677440122697438,617.7477458269614,0.000171596596063,1,NORMAL
2026-09-25 09:56:28.090287,230.72279121101684,3.7690182832329846,869.598418432869,0.0002415551162313,1,NORMAL
2026-09-25 09:56:29.090287,229.9283479217801,3.782321827907003,869.6630091991447,0.0002415730581108,1,NORMAL
2026-09-25 09:56:30.090287,224.7605097918205,3.410951252187612,766.6471423167362,0.0002129575395324,1,NORMAL
2026-09-25 09:56:31.090287,230.1740941364764,2.8504963247670663,656.1104093926145,0.0001822528914979,1,NORMAL
2026-09-25 09:56:32.090287,230.18352155307105,2.006215542699554,461.7977586130888,0.0001282771551703,1,NORMAL
2026-09-25 09:56:33.090287,229.560656224325,3.178556285755873,729.6714668040713,0.0002026865185566,1,NORMAL
2026-09-25 09:56:34.090287,232.95578808948304,2.7408648908631763,638.5003406978261,0.0001773612057493,1,NORMAL
2026-09-25 09:56:35.090287,228.3830127942136,2.749121478207732,627.8526457303639,0.0001744035127028,1,NORMAL
2026-09-25 09:56:36.090287,231.83080423540412,3.1643755548298422,733.5997297790556,0.0002037777027164,1,NORMAL
2026-09-25 09:56:37.090287,228.94047959246592,3.256633716556678,745.5752849254806,0.0002071042458126,1,NORMAL
2026-09-25 09:56:38.090287,230.1941550986961,3.4843224952664444,802.0706728892396,0.0002227974091358,1,NORMAL
2026-09-25 09:56:39.090287,228.5958938122453,2.836168926701116,648.3365708017581,0.0001800934918893,1,NORMAL
2026-09-25 09:56:40.090287,229.2157836937357,2.2682425259339407,519.9169881894068,0.0001444213856081,1,NORMAL
2026-09-25 09:56:41.090287,230.59224055412915,3.130527636089945,721.8753817226018,0.0002005209393673,1,NORMAL
2026-09-25 09:56:42.090287,230.01022691328487,2.8827064333124266,663.0519608505775,0.0001841811002362,1,NORMAL
2026-09-25 09:56:43.090287,227.1692585158992,2.7896773386173206,633.7289325123037,0.0001760358145867,1,NORMAL
2026-09-25 09:56:44.090287,229.3145709669465,2.5988613653891903,595.9567790067948,0.0001655435497241,1,NORMAL
2026-09-25 09:56:45.090287,229.677428576668,3.202025428407269,735.4329666336853,0.000204286935176,1,NORMAL
2026-09-25 09:56:46.090287,233.77237180242105,3.08728890641592,721.7228500921523,0.00020047856947,1,NORMAL
2026-09-25 09:56:47.090287,230.51510078144557,2.962777042116916,682.964848456534,0.0001897124579045,1,NORMAL
2026-09-25 09:56:48.090287,226.1624575694019,2.986743062275392,675.4891510925638,0.0001876358753034,1,NORMAL
2026-09-25 09:56:49.090287,230.12046041988205,4.231621056242643,973.7825857850246,0.000270495162718,-1,ANOMALY
2026-09-25 09:56:50.090287,229.61527807043777,3.150773671166806,723.4657726419803,0.0002009627146227,1,NORMAL
2026-09-25 09:56:51.090287,229.93057646058952,2.415660981190234,555.4343219384237,0.0001542873116495,1,NORMAL
