timestamp,voltage,current,power,energy
2026-09-25 09:55:53.090287,230.99342830602245,2.930867849414408,677.0112124481332,0.0001880586701244814
2026-09-25 09:55:54.090287,231.2953770762014,3.761514928204013,870.0210136967078,0.00024167250380464106
2026-09-25 09:55:55.090287,229.53169325055333,2.8829315215254097,661.7241536611214,0.00018381226490586704
2026-09-25 09:55:56.090287,233.15842563101478,3.3837173645764542,788.9422135049725,0.00021915061486249237
2026-09-25 09:55:57.090287,229.06105122813008,3.2712800217929825,749.3228406534809,0.0002081452335148558
2026-09-25 09:55:58.090287,229.0731646143751,2.7671351232148718,633.8763995904194,0.0001760767776640054
2026-09-25 09:55:59.090287,230.48392454313208,2.043359877671101,470.96160385960957,0.00013082266773878042
2026-09-25 09:56:00.090287,226.55016433497394,2.718856235379514,615.9573269283975,0.0001710992574801104
2026-09-25 09:56:01.090287,227.97433775933115,3.157123666297637,719.7431770485153,0.00019992866029125425
2026-09-25 09:56:02.090287,228.18395184895758,2.293848149332354,523.4193356560744,0.0001453942599044651
2026-09-25 09:56:03.090287,232.9312975378431,2.887111849756732,672.4987093007179,0.0001868051970279772
2026-09-25 09:56:04.090287,230.13505640937584,2.287625906893272,526.4629171264327,0.00014623969920178685
2026-09-25 09:56:05.090287,228.91123455094964,3.055461294854933,699.4294171278859,0.00019428594920219055
2026-09-25 09:56:06.090287,227.6980128451554,3.1878490091728358,725.8668846390523,0.00020162969017751452
2026-09-25 09:56:07.090287,228.79872262016238,2.8541531251033616,653.0265891859937,0.00018139627477388714
2026-09-25 09:56:08.090287,228.79658677554121,3.926139092254469,898.2872235138442,0.0002495242287538456
2026-09-25 09:56:09.090287,229.97300555052414,2.4711445355220496,568.2965359837597,0.00015786014888437768
2026-09-25 09:56:10.090287,231.64508982420637,2.389578175014489,553.5340509931943,0.00015375945860922064
2026-09-25 09:56:11.090287,230.41772719000951,2.020164938060112,465.48181357675736,0.0001293005037713215
2026-09-25 09:56:12.090287,227.34362790220314,3.0984306179345618,704.4084574845084,0.000195669015967919
